buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,n_games,wins,avg_props,avg_houses,avg_hotels,avg_turns,raw_win_rate,smoothed_win_rate,predicted_win_rate
1,0,1,0,1,0,0,0,1,1,5,100,100,20,6.46,1.61,1.39,161.89,0.2,0.2022745724945215,0.24155990239717792
0,1,0,1,1,1,1,1,0,0,5,100,100,26,6.25,1.12,0.99,152.67,0.26,0.2594174296373786,0.24155444432725343
1,1,0,0,1,0,1,1,0,0,3,100,100,32,8.02,1.24,1.62,150.33,0.32,0.3165602867802358,0.24155020330280036
1,1,0,1,1,0,1,1,0,0,5,0,100,21,6.55,1.07,1.11,107.8,0.21,0.211798382018331,0.24153618351675127
1,0,1,1,0,0,0,0,0,0,5,50,100,20,5.97,0.76,1.15,126.2,0.2,0.2022745724945215,0.24152983208750986
1,1,1,0,1,1,1,1,0,1,5,50,100,26,6.66,0.69,1.13,205.25,0.26,0.2594174296373786,0.24151734761304464
0,1,1,0,0,1,1,0,1,0,3,100,100,16,5.38,0.63,0.89,165.76,0.16,0.1641793343992834,0.24150519135559245
1,1,1,0,1,0,0,0,1,1,3,100,100,25,6.59,1.6,1.24,154.56,0.25,0.2498936201135691,0.24148887077171433
1,1,0,0,1,0,1,0,0,1,5,50,100,26,6.23,0.74,1.35,133.74,0.26,0.2594174296373786,0.24147983535445583
0,1,0,1,0,0,0,1,0,0,3,0,100,20,5.89,1.13,0.98,154.57,0.2,0.2022745724945215,0.24146661861156066
0,1,1,0,0,0,0,0,1,1,3,100,100,21,6.0,1.13,1.02,174.58,0.21,0.211798382018331,0.2414616349736044
1,0,0,0,1,1,0,1,0,1,5,100,100,28,7.79,1.49,1.45,123.74,0.28,0.27846504868499766,0.24145836923017605
1,1,1,1,0,0,0,1,1,1,3,50,100,22,6.17,0.76,0.97,130.99,0.22,0.22132219154214053,0.24145071065610854
1,0,0,1,1,0,0,0,1,1,3,100,100,20,6.7,1.18,1.15,127.82,0.2,0.2022745724945215,0.2414498569489617
1,1,1,1,1,1,1,1,0,0,5,100,100,19,5.32,0.69,0.77,142.9,0.19,0.19275076297071195,0.24144276876349882
1,1,1,0,1,1,0,0,1,0,5,50,100,19,5.69,0.78,0.8,130.14,0.19,0.19275076297071195,0.24143879302478347
1,0,1,1,1,0,0,1,0,0,3,0,100,24,6.43,1.17,1.03,161.65,0.24,0.2403698105897596,0.2414335625413555
1,0,1,0,0,1,1,1,0,0,3,100,100,22,6.25,0.71,1.12,187.28,0.22,0.22132219154214053,0.241430031929397
0,1,1,0,0,0,0,0,0,1,3,0,100,19,6.43,0.96,1.25,139.02,0.19,0.19275076297071195,0.2414237109928702
1,1,1,0,0,1,1,1,1,1,3,0,100,24,7.44,0.9,1.15,128.76,0.24,0.2403698105897596,0.24142073886790108
1,0,1,1,1,0,0,1,0,0,5,50,100,19,5.2,0.34,0.63,153.67,0.19,0.19275076297071195,0.24141434970774633
0,1,0,1,0,1,0,1,0,0,5,50,100,18,5.54,0.33,0.95,153.66,0.18,0.18322695344690243,0.2413831900212623
1,1,1,0,0,0,1,0,1,0,5,100,100,24,5.85,0.71,1.07,138.97,0.24,0.2403698105897596,0.2413797623994881
0,1,1,0,1,1,1,0,0,1,3,100,100,21,6.31,0.93,1.12,164.03,0.21,0.211798382018331,0.24137956364679514
0,1,1,1,0,1,1,0,0,0,3,100,100,24,6.84,1.24,1.26,146.3,0.24,0.2403698105897596,0.24137308035801566
0,1,0,0,0,1,0,0,0,0,3,0,100,29,7.1,1.0,1.14,164.28,0.29,0.2879888582088072,0.24136852870197464
1,0,0,1,0,1,0,0,1,1,3,100,100,25,6.04,0.81,0.86,153.96,0.25,0.2498936201135691,0.24136139385122174
0,1,1,0,1,1,1,0,1,1,3,100,100,23,6.15,0.55,0.76,161.83,0.23,0.23084600106595005,0.24136065418704525
1,0,0,0,1,0,0,1,0,1,5,100,100,22,7.23,1.25,1.24,128.57,0.22,0.22132219154214053,0.24134783094983817
1,0,1,0,1,0,1,1,1,0,5,50,100,22,5.96,0.64,0.81,145.89,0.22,0.22132219154214053,0.24134761550009828
1,0,1,0,1,0,0,1,1,1,3,0,100,29,7.46,1.48,1.61,135.71,0.29,0.2879888582088072,0.24134014173599613
0,1,1,1,1,1,1,1,0,1,5,50,100,23,5.74,0.66,0.95,158.44,0.23,0.23084600106595005,0.2413312019193346
1,0,1,1,1,0,1,0,0,1,3,0,100,17,6.02,1.1,1.04,152.69,0.17,0.1737031439230929,0.2413213023869767
0,1,0,0,1,1,0,0,1,1,5,0,100,23,6.61,0.97,1.06,128.86,0.23,0.23084600106595005,0.24131608632253962
1,0,1,0,1,1,0,1,0,1,5,50,100,16,4.54,0.61,0.73,123.5,0.16,0.1641793343992834,0.24131066611827184
1,1,0,1,1,0,1,1,1,0,3,0,100,26,7.61,1.48,1.35,149.27,0.26,0.2594174296373786,0.2413079417638454
0,1,0,0,0,1,1,0,1,0,5,50,100,31,8.4,1.63,1.66,150.62,0.31,0.30703647725642624,0.24130492767018075
1,1,1,0,1,0,1,0,0,1,5,100,100,27,7.34,1.22,1.3,145.87,0.27,0.2689412391611882,0.241300634972704
1,1,1,0,1,0,0,0,1,0,5,50,100,27,8.15,1.8,1.77,142.45,0.27,0.2689412391611882,0.2413005628279964
1,1,1,0,0,1,0,1,1,1,3,100,100,29,8.1,1.58,1.53,136.2,0.29,0.2879888582088072,0.2412849443526865
1,1,1,1,1,0,0,0,0,1,3,100,100,17,5.93,1.03,0.84,167.76,0.17,0.1737031439230929,0.24125784881643544
1,1,1,0,1,1,1,1,0,1,5,0,100,16,4.89,0.57,0.41,140.43,0.16,0.1641793343992834,0.24124765039990376
0,1,1,1,0,1,0,1,0,0,5,100,100,29,6.97,1.08,1.13,153.25,0.29,0.2879888582088072,0.241234228842542
1,0,1,1,1,0,1,0,0,1,3,50,100,23,6.61,1.2,1.1,121.91,0.23,0.23084600106595005,0.24123401672981637
1,1,0,1,0,0,0,0,1,0,5,0,100,25,6.13,0.91,1.11,161.22,0.25,0.2498936201135691,0.24121950971764716
1,1,0,0,0,1,0,0,1,0,5,50,100,21,7.09,1.77,1.48,138.91,0.21,0.211798382018331,0.2412088208532332
1,1,0,1,1,1,0,1,0,1,5,100,100,20,5.93,1.29,0.83,151.79,0.2,0.2022745724945215,0.24120676601739688
1,1,1,0,0,1,1,0,1,0,5,50,100,21,5.51,0.55,0.9,144.33,0.21,0.211798382018331,0.24120253951943307
1,1,1,0,1,0,0,1,0,0,5,0,100,20,6.41,1.21,1.15,130.93,0.2,0.2022745724945215,0.2411936314999021
1,1,1,0,1,1,0,0,0,0,5,0,100,18,5.32,0.82,0.84,133.11,0.18,0.18322695344690243,0.24118431528888584
0,1,1,0,0,0,0,0,0,1,3,100,100,30,8.66,1.84,1.84,147.14,0.3,0.2975126677326167,0.2411787076838023
1,0,1,0,0,0,1,1,1,0,3,50,100,30,8.17,1.47,1.76,131.16,0.3,0.2975126677326167,0.2411709796315343
0,1,0,1,1,1,0,0,0,1,5,100,100,28,7.27,0.69,1.51,125.13,0.28,0.27846504868499766,0.24115108685896555
0,1,1,0,1,0,0,1,1,0,3,50,100,18,5.52,0.59,0.83,135.11,0.18,0.18322695344690243,0.24113440907026085
0,1,1,1,1,1,1,0,0,0,5,100,100,24,7.49,1.25,1.84,117.72,0.24,0.2403698105897596,0.24113303110589845
1,1,1,1,0,0,1,0,1,0,3,0,100,18,5.73,0.96,1.06,122.85,0.18,0.18322695344690243,0.2411234394205911
1,0,0,1,0,1,1,1,0,0,5,50,100,23,6.42,0.8,1.2,141.75,0.23,0.23084600106595005,0.24111690073841618
1,1,1,0,0,0,0,0,1,0,3,0,100,25,7.17,1.43,1.49,135.15,0.25,0.2498936201135691,0.24111631801087882
1,0,1,0,0,1,1,0,0,0,5,100,100,23,6.55,1.08,0.91,167.95,0.23,0.23084600106595005,0.24110246176019273
0,1,1,0,1,0,0,1,0,1,5,100,100,23,6.74,0.85,1.12,130.66,0.23,0.23084600106595005,0.24108030519242724
1,1,0,1,1,1,1,0,1,0,5,100,100,23,6.61,1.49,1.41,130.01,0.23,0.23084600106595005,0.2410600729023917
0,1,0,1,1,0,1,1,0,0,3,100,100,27,7.62,1.04,1.23,149.56,0.27,0.2689412391611882,0.24105973791818108
1,1,1,1,0,0,0,0,1,0,3,0,100,16,5.66,1.15,0.77,149.5,0.16,0.1641793343992834,0.24105896818403405
0,1,0,1,1,0,1,1,1,0,5,50,100,20,5.69,1.25,0.93,137.42,0.2,0.2022745724945215,0.24105691273434296
1,0,1,0,0,1,1,0,1,1,5,50,100,20,6.19,1.03,0.89,134.05,0.2,0.2022745724945215,0.2410567652967952
0,1,0,0,0,1,1,0,1,1,5,0,100,22,6.02,0.85,1.23,117.05,0.22,0.22132219154214053,0.2410566610516138
1,1,1,1,1,1,0,1,0,1,5,100,100,30,7.17,1.31,1.42,151.13,0.3,0.2975126677326167,0.24104199202189286
1,0,1,0,1,1,0,1,1,0,3,100,100,22,6.75,1.22,1.04,142.64,0.22,0.22132219154214053,0.24103757521053434
0,1,1,1,0,0,1,1,0,0,3,50,100,23,6.6,1.14,1.19,134.25,0.23,0.23084600106595005,0.24101151721681638
1,0,0,0,1,1,1,1,1,1,3,100,100,28,7.35,1.52,1.67,110.25,0.28,0.27846504868499766,0.2409767389257323
1,0,1,0,0,0,0,1,1,1,3,50,100,17,5.93,0.8,0.62,154.93,0.17,0.1737031439230929,0.24097583535565698
1,0,0,0,1,1,0,0,0,0,3,0,100,18,6.01,1.1,0.79,151.91,0.18,0.18322695344690243,0.24097169780556402
1,1,0,0,0,0,1,0,0,1,5,0,100,21,5.73,0.69,0.88,124.56,0.21,0.211798382018331,0.24095009410401372
0,1,0,0,1,0,0,0,0,1,5,0,100,24,6.77,0.77,1.04,179.09,0.24,0.2403698105897596,0.24094677379098225
0,1,1,1,1,1,0,0,0,0,5,0,100,26,6.36,1.12,1.05,145.06,0.26,0.2594174296373786,0.2409423942599678
1,1,0,0,1,0,1,1,1,0,5,0,100,22,5.99,0.48,0.94,143.78,0.22,0.22132219154214053,0.2409394542576475
1,1,1,1,1,0,0,0,0,0,5,50,100,24,6.37,0.95,1.05,142.01,0.24,0.2403698105897596,0.24093702826970792
1,1,0,1,0,0,0,1,1,0,3,50,100,19,5.67,0.79,1.01,127.95,0.19,0.19275076297071195,0.24093645184079535
1,1,0,1,0,0,1,0,1,0,5,50,100,22,5.61,0.73,0.86,149.77,0.22,0.22132219154214053,0.24092148205259847
1,1,1,1,0,0,1,0,0,1,3,50,100,23,7.16,0.94,1.26,165.37,0.23,0.23084600106595005,0.2409048722987739
1,0,1,0,0,0,1,0,0,0,3,50,100,18,5.94,1.12,1.04,135.37,0.18,0.18322695344690243,0.2408994317426756
1,0,1,0,1,1,1,1,1,0,5,0,100,28,8.37,1.4,1.68,141.89,0.28,0.27846504868499766,0.24089322210798902
1,0,0,1,1,1,1,0,1,0,3,50,100,25,6.02,1.03,0.87,165.72,0.25,0.2498936201135691,0.24088079479100932
1,0,1,0,0,1,1,0,1,0,5,50,100,23,6.82,0.87,1.15,142.86,0.23,0.23084600106595005,0.24087634725161053
0,1,1,1,1,1,0,1,0,0,3,100,100,20,5.23,0.67,0.65,158.06,0.2,0.2022745724945215,0.24087521409516846
0,1,1,0,1,1,1,0,1,1,5,100,100,24,6.9,1.15,1.22,131.99,0.24,0.2403698105897596,0.24085358837298457
1,1,1,1,0,0,1,0,0,0,3,50,100,19,5.02,0.55,0.78,143.53,0.19,0.19275076297071195,0.24084870837809508
0,1,0,0,1,1,1,1,0,0,5,0,100,19,5.45,1.36,0.98,119.01,0.19,0.19275076297071195,0.24084827859135682
1,1,1,0,1,0,0,1,0,1,3,50,100,26,7.63,1.3,1.38,143.83,0.26,0.2594174296373786,0.24084698820816872
0,1,1,1,1,0,1,1,0,1,3,100,100,20,5.03,1.01,0.81,134.32,0.2,0.2022745724945215,0.2408448622875426
1,0,1,1,1,1,0,0,0,0,5,100,100,30,7.34,1.18,1.16,135.66,0.3,0.2975126677326167,0.24083349196399154
1,1,0,1,0,0,1,0,1,0,5,100,100,30,6.81,1.16,1.29,118.91,0.3,0.2975126677326167,0.24083176267072556
1,0,1,1,0,1,1,1,0,0,5,0,100,23,6.5,1.27,1.01,146.66,0.23,0.23084600106595005,0.24082059197414346
1,1,1,1,0,0,1,0,1,1,5,50,100,28,7.63,1.72,1.5,132.62,0.28,0.27846504868499766,0.24081700210767756
1,0,1,1,1,1,1,1,0,0,3,100,100,19,5.7,0.74,0.84,151.08,0.19,0.19275076297071195,0.2407971539431275
1,1,0,1,0,0,1,1,1,0,3,50,100,28,6.33,0.95,1.07,150.15,0.28,0.27846504868499766,0.24079234810787514
0,1,0,0,1,1,0,1,0,0,5,50,100,18,5.22,0.73,0.84,132.22,0.18,0.18322695344690243,0.24078133808047877
0,1,0,0,0,1,0,1,0,1,5,50,100,23,7.27,1.65,1.37,133.34,0.23,0.23084600106595005,0.2407766094120026
1,1,1,0,1,0,1,1,1,0,3,0,100,23,5.82,0.74,0.63,146.54,0.23,0.23084600106595005,0.24077445938090858
1,0,0,0,0,0,0,1,1,0,5,50,100,26,7.27,1.03,1.33,154.62,0.26,0.2594174296373786,0.24076598856580575
1,1,0,0,0,0,1,1,0,0,5,50,100,20,6.04,0.98,1.07,163.57,0.2,0.2022745724945215,0.24075503632011513
0,1,1,0,1,1,0,1,0,1,3,50,100,20,5.83,0.93,0.92,173.37,0.2,0.2022745724945215,0.24075382391679412
1,1,1,0,1,1,0,0,1,0,5,100,100,27,7.51,1.54,1.48,121.7,0.27,0.2689412391611882,0.2407485559982261
0,1,0,0,1,1,1,0,0,0,5,0,100,20,6.05,0.63,1.0,152.36,0.2,0.2022745724945215,0.24074422587262828
0,1,0,1,0,0,0,0,1,0,3,0,100,32,8.57,1.96,1.6,149.43,0.32,0.3165602867802358,0.24071879895766904
0,1,0,0,0,1,1,1,0,1,5,100,100,27,7.34,1.1,1.53,131.11,0.27,0.2689412391611882,0.2407120413140119
1,0,0,1,1,0,1,1,0,0,3,0,100,20,6.38,0.83,1.13,153.13,0.2,0.2022745724945215,0.2407096786107395
1,0,1,1,1,1,1,1,1,0,3,100,100,26,6.63,1.38,1.36,125.9,0.26,0.2594174296373786,0.2406755817585761
1,1,1,0,1,1,1,0,0,0,5,100,100,20,5.48,0.96,0.85,151.95,0.2,0.2022745724945215,0.24066240265838992
1,0,1,1,0,0,1,1,0,0,5,100,100,27,7.2,1.02,1.2,136.74,0.27,0.2689412391611882,0.240654282111821
1,1,0,1,0,0,0,0,0,0,5,0,100,25,6.75,0.94,1.07,165.79,0.25,0.2498936201135691,0.2406375252254491
1,1,1,1,1,1,1,0,1,0,3,100,100,20,6.19,1.14,1.03,175.11,0.2,0.2022745724945215,0.24063159918760885
0,1,1,1,0,0,0,0,1,1,5,0,100,24,6.84,0.91,1.22,159.48,0.24,0.2403698105897596,0.24062237186316923
1,1,0,0,1,1,1,0,1,0,5,100,100,19,7.09,1.63,1.4,157.26,0.19,0.19275076297071195,0.2406157136371024
1,0,0,0,1,0,0,1,0,1,3,50,100,24,8.16,1.29,1.58,167.71,0.24,0.2403698105897596,0.24061369209166897
0,1,0,0,1,0,1,1,1,0,3,50,100,26,8.17,1.56,1.46,163.72,0.26,0.2594174296373786,0.24061354028331133
0,1,1,0,1,1,1,1,1,1,5,100,100,19,6.0,1.55,0.97,136.1,0.19,0.19275076297071195,0.24061065128828546
1,1,0,0,1,1,1,1,0,0,3,100,100,25,6.23,2.23,1.18,153.58,0.25,0.2498936201135691,0.24060408583481585
0,1,0,1,0,0,1,1,0,0,5,50,100,25,6.0,1.31,1.12,131.84,0.25,0.2498936201135691,0.2405860362125326
0,1,1,1,1,1,1,1,0,0,5,100,100,25,6.68,1.14,1.28,169.54,0.25,0.2498936201135691,0.24058534556760958
1,0,1,0,1,0,0,1,1,0,3,0,100,21,5.74,0.88,1.01,122.26,0.21,0.211798382018331,0.24057876009699666
1,0,0,1,0,1,1,0,1,1,5,50,100,34,9.99,2.27,2.03,159.21,0.34,0.3356079058278548,0.24057133540193643
0,1,0,1,1,1,1,1,1,0,3,50,100,22,6.48,1.28,1.27,122.78,0.22,0.22132219154214053,0.24056655639744556
1,1,0,0,0,0,0,0,1,0,3,0,100,15,4.87,1.01,0.76,151.72,0.15,0.15465552487547388,0.24056510825442295
0,1,0,1,1,0,1,0,0,0,3,0,100,18,5.13,0.92,0.66,135.89,0.18,0.18322695344690243,0.24056220791473584
1,1,1,0,1,1,1,1,1,1,5,100,100,22,6.06,1.37,1.31,125.14,0.22,0.22132219154214053,0.24056121096198177
1,0,0,1,0,0,0,1,1,0,5,50,100,22,5.69,0.81,1.08,123.91,0.22,0.22132219154214053,0.24055854457242856
1,1,1,1,1,1,1,1,1,0,3,100,100,22,7.01,0.76,1.1,177.6,0.22,0.22132219154214053,0.24054978351426792
0,1,1,1,1,0,1,1,1,0,5,0,100,19,6.07,0.97,1.01,146.5,0.19,0.19275076297071195,0.24054294177560778
0,1,1,1,1,0,1,1,0,1,5,0,100,22,6.23,0.75,1.07,145.01,0.22,0.22132219154214053,0.24053560563091167
1,0,0,0,1,1,1,1,0,0,3,0,100,21,6.3,0.79,0.96,144.62,0.21,0.211798382018331,0.24050328785263086
1,1,0,1,0,0,1,0,0,0,5,50,100,24,6.75,0.73,1.34,145.59,0.24,0.2403698105897596,0.24050024096245656
0,1,1,1,1,0,0,1,0,0,5,50,100,21,6.83,1.01,1.11,166.61,0.21,0.211798382018331,0.2404967828544096
0,1,0,0,1,1,0,1,1,0,3,100,100,19,5.63,0.77,0.83,148.27,0.19,0.19275076297071195,0.24048817567230404
1,1,0,1,0,0,0,0,1,0,5,50,100,24,6.94,0.92,1.03,145.51,0.24,0.2403698105897596,0.24044649144987593
0,1,0,1,0,0,1,0,0,0,3,100,100,25,6.92,1.4,1.24,139.32,0.25,0.2498936201135691,0.2404458218475367
1,1,0,0,1,1,1,1,0,1,5,100,100,25,6.52,1.01,0.98,159.68,0.25,0.2498936201135691,0.24044247504465524
1,0,0,0,0,0,1,1,1,0,3,50,100,25,6.82,0.81,1.26,144.23,0.25,0.2498936201135691,0.24043798715951215
0,1,0,0,0,1,0,0,1,1,5,100,100,28,7.54,1.04,1.37,151.6,0.28,0.27846504868499766,0.24042242743795977
0,1,0,1,1,0,0,0,0,1,5,50,100,20,6.27,0.92,0.98,150.64,0.2,0.2022745724945215,0.24041576753876864
1,0,1,0,1,1,1,0,1,1,5,50,100,21,6.54,0.51,1.11,157.26,0.21,0.211798382018331,0.2404146869834117
1,0,0,0,0,1,0,0,1,1,3,100,100,27,8.09,2.46,1.43,140.27,0.27,0.2689412391611882,0.2404100309952533
1,1,0,0,1,0,1,0,0,1,5,0,100,21,6.63,1.42,1.12,137.59,0.21,0.211798382018331,0.24040789052925976
0,1,1,0,0,1,1,0,1,1,3,100,100,24,6.91,0.72,1.01,143.2,0.24,0.2403698105897596,0.24038391022264502
1,0,0,0,1,1,0,1,0,1,3,100,100,29,6.96,0.58,1.22,172.13,0.29,0.2879888582088072,0.24038072864799553
1,0,1,1,1,1,0,1,1,0,5,100,100,22,6.92,1.53,1.46,148.58,0.22,0.22132219154214053,0.24036623107191052
1,0,0,1,0,0,0,0,1,1,3,50,100,22,5.11,0.98,0.61,142.01,0.22,0.22132219154214053,0.24036617785359893
1,1,1,0,0,0,1,1,1,0,3,100,100,34,8.22,1.19,1.36,133.38,0.34,0.3356079058278548,0.2403601284527767
1,0,1,1,1,0,0,0,0,0,3,0,100,26,7.35,0.99,1.3,135.41,0.26,0.2594174296373786,0.24034123528486595
0,1,1,1,1,0,0,1,1,1,3,100,100,21,5.99,0.77,0.98,156.46,0.21,0.211798382018331,0.24032460078570478
0,1,1,0,0,1,1,1,0,1,3,50,100,19,5.95,1.31,1.1,134.7,0.19,0.19275076297071195,0.24031718083201883
1,1,0,1,0,0,1,1,0,0,3,100,100,25,6.62,1.0,0.81,133.75,0.25,0.2498936201135691,0.2403104222154135
1,0,0,0,0,0,0,0,1,0,3,0,100,23,6.27,0.78,0.99,162.41,0.23,0.23084600106595005,0.24030974315344064
1,0,0,0,1,0,1,1,0,1,3,50,100,22,5.87,1.23,1.12,179.77,0.22,0.22132219154214053,0.2403093659253278
1,0,1,1,1,0,0,0,1,1,3,50,100,30,6.93,1.36,1.24,138.59,0.3,0.2975126677326167,0.24030898735770007
0,1,1,1,1,0,1,1,0,1,3,50,100,23,6.29,1.31,1.37,121.61,0.23,0.23084600106595005,0.24030589795902935
1,0,0,0,1,1,0,0,1,0,5,0,100,30,6.72,0.73,1.06,161.22,0.3,0.2975126677326167,0.24030294451381112
1,1,1,1,1,1,1,1,1,0,3,50,100,23,6.28,0.78,1.06,146.99,0.23,0.23084600106595005,0.240297212748894
1,0,0,0,0,0,0,0,0,0,5,50,100,18,5.67,0.67,0.85,139.15,0.18,0.18322695344690243,0.24028745479512487
1,1,0,1,1,1,1,1,0,0,5,100,100,26,6.63,1.47,1.47,113.03,0.26,0.2594174296373786,0.24028392671309004
1,0,1,0,1,1,1,1,1,0,3,50,100,21,5.88,0.75,0.84,176.38,0.21,0.211798382018331,0.24027680576752927
1,0,1,1,0,1,1,1,0,0,5,50,100,19,5.67,0.91,0.87,132.69,0.19,0.19275076297071195,0.24027558473496785
1,0,0,1,0,0,0,1,0,1,3,50,100,21,7.16,1.38,1.33,160.35,0.21,0.211798382018331,0.24027547717193531
0,1,0,1,0,0,0,1,1,0,3,50,100,20,6.05,0.88,0.76,148.59,0.2,0.2022745724945215,0.24026990255336897
1,0,1,1,1,1,1,1,1,1,3,50,100,19,5.47,0.46,1.14,144.94,0.19,0.19275076297071195,0.24024883265783045
1,0,0,0,1,1,0,1,0,0,5,100,100,21,6.74,0.93,1.14,143.81,0.21,0.211798382018331,0.24024641493530619
1,1,0,0,0,0,0,0,0,1,5,0,100,27,8.2,1.86,1.39,139.28,0.27,0.2689412391611882,0.24024490235699994
0,1,1,1,0,0,0,1,1,1,3,50,100,23,5.71,0.47,0.85,147.29,0.23,0.23084600106595005,0.24024316949965915
1,1,1,0,1,1,1,1,0,1,3,100,100,22,6.5,0.77,1.0,169.69,0.22,0.22132219154214053,0.2402370111761029
1,1,1,0,1,0,1,1,0,1,3,100,100,25,6.17,1.26,1.13,147.4,0.25,0.2498936201135691,0.24022822391937065
1,1,0,1,1,0,0,0,0,0,5,50,100,24,6.36,0.78,1.03,148.05,0.24,0.2403698105897596,0.24022633312096883
1,0,0,0,1,1,1,1,1,1,5,0,100,22,7.18,1.33,1.28,133.72,0.22,0.22132219154214053,0.24022015047186007
0,1,1,0,0,1,0,0,1,1,5,50,100,25,6.87,1.16,1.14,152.6,0.25,0.2498936201135691,0.24021465022214974
1,0,1,0,0,0,0,1,1,0,3,50,100,21,6.61,0.92,1.23,134.8,0.21,0.211798382018331,0.24020188303493295
0,1,1,0,0,1,1,1,1,0,3,0,100,19,5.99,0.5,0.71,172.09,0.19,0.19275076297071195,0.2401999469966058
0,1,1,0,1,1,0,0,1,1,3,100,100,20,5.59,0.44,0.93,140.17,0.2,0.2022745724945215,0.2401916764797005
1,0,1,1,1,0,1,1,1,0,3,100,100,23,5.36,1.04,0.79,150.01,0.23,0.23084600106595005,0.2401912221324082
1,0,1,1,1,1,1,1,0,0,5,50,100,19,6.06,0.96,1.07,137.91,0.19,0.19275076297071195,0.2401802054415829
0,1,1,1,1,1,1,0,1,0,5,100,100,21,5.88,0.51,1.01,172.37,0.21,0.211798382018331,0.24017587057051645
1,1,1,1,1,0,0,0,0,0,5,0,100,23,6.4,1.48,1.01,150.03,0.23,0.23084600106595005,0.24016573915690603
1,1,1,0,1,1,0,1,0,1,5,100,100,29,7.18,1.17,1.2,139.53,0.29,0.2879888582088072,0.24014183085073404
1,0,0,0,0,1,0,1,0,0,3,100,100,26,6.7,1.35,1.47,135.09,0.26,0.2594174296373786,0.2401331476274384
1,0,0,1,0,1,1,1,0,0,5,0,100,22,6.24,0.73,0.96,153.72,0.22,0.22132219154214053,0.24013009986531678
1,0,0,1,0,1,1,1,0,0,3,0,100,19,5.26,0.4,0.83,191.61,0.19,0.19275076297071195,0.24011839901263785
1,0,0,1,0,1,1,1,1,0,5,50,100,23,6.46,1.16,1.07,142.57,0.23,0.23084600106595005,0.24011582844773158
1,1,1,0,1,0,1,1,0,1,5,50,100,23,6.64,0.91,1.06,151.1,0.23,0.23084600106595005,0.24011020974393676
1,1,1,0,0,1,1,1,1,0,3,50,100,25,6.19,0.94,0.92,150.33,0.25,0.2498936201135691,0.24009343928033386
1,1,1,1,1,0,1,1,1,0,5,0,100,20,5.43,1.23,1.05,135.89,0.2,0.2022745724945215,0.2400752028410227
1,0,1,0,0,1,0,1,1,1,3,0,100,23,6.47,1.27,1.24,149.7,0.23,0.23084600106595005,0.24007490398337555
1,1,1,0,0,1,0,0,0,1,5,50,100,15,5.5,0.56,0.81,160.24,0.15,0.15465552487547388,0.24006800116710938
0,1,1,0,0,0,0,0,0,1,3,50,100,20,4.85,1.16,0.9,108.45,0.2,0.2022745724945215,0.24003823619935322
0,1,1,1,1,0,0,0,0,0,3,100,100,19,5.68,0.71,1.06,140.65,0.19,0.19275076297071195,0.24003648144169001
1,1,0,1,1,1,1,0,1,1,5,0,100,19,5.43,0.67,1.04,122.96,0.19,0.19275076297071195,0.24003266046789995
0,1,0,0,0,1,1,0,1,1,3,0,100,22,7.67,1.75,1.49,151.51,0.22,0.22132219154214053,0.24003219185080013
0,1,1,0,0,1,0,0,0,1,3,100,100,35,9.27,1.93,1.9,126.32,0.35,0.3451317153516643,0.2400301674033559
0,1,1,1,0,0,0,0,0,0,3,100,100,22,6.12,0.74,1.08,176.75,0.22,0.22132219154214053,0.2400227515293588
1,1,1,0,1,0,1,1,1,1,3,0,100,24,7.29,1.28,1.51,128.79,0.24,0.2403698105897596,0.2400182836160689
1,0,0,0,0,1,1,0,0,0,5,100,100,17,6.53,1.32,1.25,124.78,0.17,0.1737031439230929,0.24001466672002497
1,0,0,1,1,0,0,1,1,1,3,0,100,19,6.28,0.87,0.86,171.56,0.19,0.19275076297071195,0.23998131660085145
1,1,1,1,0,0,1,0,1,1,3,50,100,30,7.49,2.51,1.78,141.66,0.3,0.2975126677326167,0.23997238772673574
1,0,0,0,0,1,1,0,1,0,5,100,100,21,4.85,0.69,0.66,163.69,0.21,0.211798382018331,0.23996626718747394
1,1,0,0,1,1,0,1,0,1,5,100,100,25,6.15,1.16,1.17,148.95,0.25,0.2498936201135691,0.2399656051930108
0,1,0,0,1,1,1,0,1,0,5,50,100,27,7.66,1.1,1.37,149.76,0.27,0.2689412391611882,0.23996546068956096
1,0,0,1,0,1,0,1,1,1,3,100,100,22,5.78,0.62,0.75,136.62,0.22,0.22132219154214053,0.23996525645103023
1,1,0,1,1,0,0,0,1,0,5,0,100,27,8.1,1.2,1.66,157.82,0.27,0.2689412391611882,0.23996308188730553
1,0,0,1,1,0,1,0,0,1,3,50,100,28,8.25,1.6,1.43,123.47,0.28,0.27846504868499766,0.23995695957402835
0,1,1,1,1,0,1,1,0,0,5,0,100,24,6.43,0.74,1.0,135.0,0.24,0.2403698105897596,0.23995359599776392
1,1,0,1,1,1,0,0,1,1,5,0,100,23,4.92,0.46,0.62,170.59,0.23,0.23084600106595005,0.23993600770837478
0,1,1,0,0,1,0,1,1,1,5,50,100,20,6.35,1.11,1.07,161.51,0.2,0.2022745724945215,0.23993403194915938
1,1,1,1,0,0,0,0,1,1,3,0,100,21,6.51,1.25,1.24,135.31,0.21,0.211798382018331,0.23993373353382252
