buy_brown,buy_light_blue,buy_pink,buy_orange,buy_red,buy_yellow,buy_green,buy_indigo,buy_stations,buy_utilities,max_development_level,unspendable_cash,pred_avg_win_regressor,pred_game_win_prob_classifier
0,1,1,1,0,1,1,0,0,0,3,50,0.24733070885130934,0.24807145731793062
1,0,0,0,1,1,0,1,1,1,5,100,0.22828664313614086,0.2480706415928228
0,1,0,0,1,1,1,0,0,0,3,0,0.23725923749734026,0.2480698002725464
0,1,1,1,0,1,1,1,1,0,3,100,0.2634347668712932,0.24806948426858813
1,0,1,1,0,0,1,0,0,0,5,0,0.24957957835919659,0.24806937792706513
1,0,0,0,0,0,1,0,0,0,5,0,0.23510846616493047,0.2480692135039187
1,0,0,0,0,0,1,0,1,0,5,0,0.2383096145777446,0.24806920588249365
0,1,0,0,1,1,1,0,0,0,5,100,0.24936062533886802,0.24806894788543965
1,0,0,0,1,0,0,0,1,1,5,100,0.23886324083683513,0.24806876098311656
0,1,1,0,1,0,1,0,0,1,5,50,0.24077255083759697,0.248068669422218
0,1,0,1,0,1,0,0,1,1,3,50,0.2513044868303122,0.24806845124400762
1,1,1,0,0,1,0,0,1,1,5,100,0.23758172812726214,0.2480684368896911
1,1,0,1,1,0,1,0,0,1,3,50,0.24958747306166673,0.2480681194455451
1,0,0,1,0,0,1,0,0,0,5,50,0.2368786064039554,0.2480680560910858
1,0,0,1,0,0,1,0,1,0,5,50,0.2557801426571444,0.24806804846970162
0,1,1,1,0,1,1,1,0,0,5,100,0.2517769922138524,0.2480670829119353
1,0,0,1,0,0,0,0,1,1,3,100,0.24391938413642467,0.24806676676079936
1,0,0,0,1,0,1,0,0,0,5,100,0.22927182274465918,0.2480665142688446
1,0,0,0,1,0,0,0,1,0,5,0,0.2467707342152082,0.24806650756119275
1,1,1,0,0,0,1,1,1,1,5,100,0.2512222379931925,0.24806608887622877
1,0,1,1,0,1,0,1,1,0,3,100,0.2517153169377141,0.24806556376813474
1,0,1,1,1,0,0,0,1,0,3,50,0.23943325750379368,0.24806503357644466
1,0,0,0,0,0,0,0,1,0,5,50,0.24716522139496094,0.2480645855319275
1,0,0,1,1,1,1,1,1,0,5,100,0.23855742795108778,0.2480639755220338
0,1,0,0,0,0,1,1,0,1,5,50,0.2566558392277407,0.24806333132700184
1,0,1,0,0,1,0,1,1,1,3,100,0.2565683459723043,0.2480630599218953
1,0,1,1,1,0,1,0,1,0,3,100,0.24514039921515593,0.24806294425057662
0,1,1,1,0,0,0,0,1,0,5,50,0.23283559892985894,0.2480626368960464
0,1,1,0,0,0,1,0,0,0,3,100,0.2308466359200042,0.2480622142507612
0,1,1,1,1,1,0,0,0,1,3,0,0.2465320851678038,0.2480617999146073
1,0,1,0,0,1,1,1,0,1,5,100,0.26542407154638736,0.24806078615828508
1,1,1,0,1,1,1,1,0,0,5,50,0.2570909486919303,0.24806034871607566
1,1,0,0,0,1,1,1,1,1,5,50,0.26829159156378507,0.24806024550096
0,1,0,1,1,1,0,0,0,0,3,100,0.25059596452031535,0.24805969643061238
0,1,1,1,1,0,0,1,0,1,3,100,0.24501899485501588,0.24805919473604013
0,1,0,0,1,1,1,0,0,1,5,50,0.2561987467036319,0.24805868309349738
0,1,1,1,0,0,1,0,0,0,3,0,0.24920975765797088,0.2480585746645511
1,1,0,0,0,0,1,1,0,0,5,0,0.25917075081066887,0.24805807366599733
0,1,1,0,0,1,1,1,1,0,5,100,0.25362094461112644,0.24805771459894727
1,1,1,1,1,1,1,1,0,1,3,50,0.24861609057255704,0.24805717181190948
1,1,1,1,1,0,0,0,0,1,5,0,0.2480548547922666,0.24805682640831977
0,1,1,1,0,1,1,0,0,0,5,50,0.2587355710835312,0.24805632889199858
0,1,1,0,0,1,1,1,0,0,3,100,0.23941144272590417,0.24805632431258226
1,1,1,1,1,1,1,1,1,0,5,100,0.24916037541049357,0.24805581372539098
0,1,0,0,1,1,0,0,1,1,3,0,0.2438494806342323,0.24805543359416954
1,0,0,0,0,0,1,0,1,0,3,50,0.2611135687047551,0.24805447653908722
1,1,1,1,0,1,1,0,1,1,3,50,0.24000944816066727,0.24805431397598202
1,0,1,0,0,1,0,0,1,1,3,100,0.25280620612892424,0.24805427993031678
1,0,0,0,1,0,0,0,0,1,5,50,0.25027552070633363,0.2480541442248569
0,1,0,1,0,0,1,0,1,0,3,50,0.2410559636022853,0.2480538557007697
1,0,0,1,0,0,0,1,1,0,3,100,0.23030494577909252,0.24805358358091284
1,0,1,0,0,1,0,1,1,0,3,50,0.2591899738405124,0.24805344463437234
0,1,0,1,0,0,0,1,1,1,5,100,0.2607128820237038,0.24805338491439718
1,1,0,1,1,1,1,1,0,1,5,100,0.24403202131896923,0.24805297829657125
1,0,1,1,1,0,0,1,1,0,3,0,0.24949301987690314,0.24805288556075933
1,0,1,0,1,0,1,0,1,0,3,50,0.2523205761179812,0.24805284994238802
1,1,1,1,0,0,1,0,1,0,5,100,0.22742827895498252,0.248052801300879
0,1,1,1,0,0,0,0,1,1,3,50,0.24323080931658494,0.24805248799100088
1,0,1,1,1,1,1,1,1,0,5,100,0.2507381676748631,0.24805159749737382
0,1,1,0,1,0,0,0,0,0,3,50,0.2530926546818607,0.24805148245027953
1,0,0,0,0,0,1,1,1,1,3,0,0.241387286559394,0.24805114458155667
1,1,1,1,1,0,0,0,0,0,3,100,0.2512162991314641,0.2480498796444433
0,1,0,0,1,1,0,0,0,0,3,100,0.2563105357553365,0.24804976921777255
1,0,1,1,0,0,1,0,1,0,5,50,0.2306044675989721,0.24804974412566244
1,1,0,0,1,0,0,0,0,1,3,0,0.25484201559261205,0.24804954263841889
1,0,1,1,0,0,1,0,0,0,5,50,0.2395323625298505,0.24804939032566917
1,1,0,1,1,1,0,0,1,1,5,0,0.24008424173839937,0.24804934170485815
0,1,1,1,0,0,1,0,1,0,3,50,0.2575795765357416,0.2480488271439551
1,1,1,0,1,0,1,0,1,0,5,100,0.23868831224354004,0.24804876223547936
0,1,0,1,0,0,0,1,1,1,5,0,0.25204042362766427,0.24804871592942312
1,0,1,0,1,0,1,1,0,1,5,100,0.23921295226595082,0.24804849326769124
0,1,0,0,0,1,1,0,1,1,5,0,0.23079398654378683,0.2480482679347106
0,1,0,1,0,0,1,0,0,0,3,50,0.2397083303922573,0.24804806207985558
1,0,0,0,0,0,1,0,1,0,3,0,0.23639513313059085,0.24804770215574576
0,1,1,1,0,1,0,1,0,1,5,0,0.2532690577234167,0.24804755120701688
0,1,0,1,1,1,0,0,0,1,5,100,0.2441255990049423,0.2480473500576906
1,1,0,0,0,0,1,1,1,0,5,0,0.24266520341914924,0.24804643792592188
0,1,1,0,1,0,0,1,1,1,3,100,0.24288860481356764,0.24804629661073557
0,1,1,1,0,1,1,1,0,1,3,100,0.2565731269369852,0.2480462522532604
1,1,1,1,1,0,1,0,1,1,5,50,0.26189121453268543,0.24804623419740493
1,0,1,1,1,1,0,0,0,1,5,50,0.26190246898257263,0.2480461926492632
1,1,1,0,1,1,1,1,0,0,3,100,0.2458797455991438,0.24804600953209405
1,0,1,0,0,1,1,0,1,0,3,50,0.25028429746943076,0.2480453080075619
1,0,1,1,1,0,1,0,0,0,3,50,0.25184849290228006,0.24804499019349438
1,1,0,0,1,0,1,0,1,0,3,0,0.2479153182678718,0.24804394549814232
0,1,0,1,0,0,0,0,1,1,3,100,0.25658413293840304,0.24804393997058954
0,1,1,0,1,1,1,1,0,0,3,100,0.2540242040793914,0.24804294990321232
1,0,1,0,1,1,1,0,0,1,5,50,0.24545067322857927,0.24804197944052042
1,0,0,0,1,0,1,0,1,0,5,0,0.24708739224332948,0.24804167624987578
0,1,1,1,0,0,0,0,1,0,3,100,0.2428880629255648,0.24804148267723142
0,1,1,0,0,1,1,0,1,0,3,50,0.25253808302850445,0.2480410402912975
1,0,1,0,0,1,0,0,0,1,3,100,0.265507530883551,0.24804029700141825
1,0,1,0,1,0,1,0,1,1,3,0,0.24573745373114939,0.24804006915163765
1,0,0,0,0,0,0,0,1,0,5,100,0.2405041903929331,0.24803995723178113
0,1,1,0,1,0,1,0,0,0,3,50,0.26137741759056643,0.2480397171487184
0,1,1,1,0,0,0,1,1,1,5,0,0.24552613307915672,0.2480394981972834
0,1,1,1,0,1,1,1,0,0,3,0,0.24192972411740366,0.2480393528160277
1,1,1,0,0,0,1,1,1,0,3,0,0.23759570560541943,0.24803911289640354
1,1,1,1,0,1,1,0,1,0,3,50,0.2507760187400612,0.2480389836725617
1,1,1,1,1,1,1,0,1,1,5,100,0.2604794536381375,0.24803880396194802
1,0,0,1,1,1,0,1,0,1,3,50,0.2506977708139175,0.24803870606812634
1,0,0,0,0,1,1,0,1,0,3,50,0.2509753991139141,0.2480386485777891
1,0,1,0,0,0,1,0,1,1,5,50,0.21725564318032206,0.24803836699107018
0,1,0,0,1,1,1,0,1,0,5,100,0.2468670212337541,0.24803753742942067
1,0,1,0,0,0,1,0,0,1,5,50,0.23426307335571772,0.24803745064965188
1,1,1,0,1,0,0,0,0,0,3,100,0.24678368456311517,0.24803656340111574
1,0,1,0,0,0,1,0,0,0,5,0,0.25300446250414904,0.24803623356299961
1,1,1,1,0,0,1,0,1,1,5,100,0.23225331157504583,0.24803512269946354
0,1,1,0,1,1,1,0,0,0,3,100,0.25284625013078044,0.24803512142983375
1,1,0,1,1,1,1,0,0,1,5,0,0.2516910518236607,0.24803482303788668
1,1,0,1,1,1,1,1,0,0,5,0,0.26655185868697634,0.24803472334557944
0,1,0,1,0,1,1,0,1,1,5,50,0.25130424098947185,0.24803447065973255
1,1,1,0,0,1,1,0,0,0,5,0,0.2827768964544912,0.24803426541037804
1,1,0,1,1,0,1,0,0,0,5,50,0.25329166339824255,0.24803368501593806
1,1,1,0,0,0,1,1,1,0,5,100,0.23071202754741327,0.24803347472285533
0,1,0,1,0,1,1,0,0,0,3,100,0.2514600058639881,0.24803259685633244
1,1,1,1,1,1,1,1,1,1,5,0,0.2595558567407716,0.2480323754995652
1,1,0,0,0,1,0,1,1,1,3,100,0.2541386580735242,0.2480322201804917
0,1,0,1,0,0,0,1,0,1,5,50,0.254893083480969,0.24803091966436205
1,1,0,1,1,0,1,0,1,0,5,0,0.25321539265372683,0.24803089307568352
0,1,1,0,1,0,0,0,0,1,5,50,0.24020233867731158,0.24803079563031605
1,0,0,0,0,0,0,1,1,0,5,100,0.24666183048328075,0.2480304139097913
1,0,1,1,1,1,1,0,0,0,3,50,0.24651660377537254,0.2480302108498645
1,1,1,1,1,0,1,0,1,0,3,50,0.2572402789951938,0.24803014903868226
1,0,1,0,0,0,0,1,1,0,5,100,0.2538097252444318,0.24802968504371634
1,1,1,1,1,0,0,1,1,0,3,0,0.25513976673230676,0.24802954407575575
1,0,1,0,1,0,1,0,1,0,3,100,0.24106479772235268,0.24802920164762704
0,1,0,1,1,1,1,0,1,0,3,100,0.2464836944707905,0.24802906952800866
1,0,1,0,1,1,0,0,1,1,3,50,0.24542514218705463,0.24802832340021105
1,1,1,1,1,0,0,0,1,0,5,100,0.2494068858348673,0.248028258402542
1,1,0,0,0,0,0,1,0,1,5,0,0.2589726673408729,0.24802819181933194
1,0,0,1,1,1,1,1,0,0,5,100,0.24592643509343187,0.24802781465840013
1,0,0,1,1,0,0,1,0,0,3,50,0.24743541927637117,0.2480276862170962
0,1,1,1,0,1,1,0,1,0,3,50,0.2570975193781555,0.24802751792702296
0,1,1,0,1,0,0,0,0,1,3,50,0.2454418782420523,0.24802703460508688
1,0,1,0,1,1,0,0,0,1,5,100,0.2508113731559602,0.24802702945535177
0,1,1,1,1,1,1,1,1,0,3,100,0.2466085467352745,0.24802687318244326
1,0,1,0,1,0,0,0,1,0,3,50,0.23990736289846176,0.24802588179641666
1,0,1,0,0,0,0,0,1,1,5,0,0.26007143444292297,0.2480257701336071
1,1,1,0,0,1,0,1,1,0,5,0,0.25626124138017586,0.24802545084396804
1,0,1,0,0,0,0,0,0,1,5,0,0.24998162162873824,0.2480248534754214
1,0,0,0,1,1,1,0,1,0,3,50,0.24854492647395207,0.24802365617944927
1,1,1,0,1,1,1,0,1,1,5,100,0.2511601238396306,0.24802365607350332
1,1,1,1,0,0,1,1,1,0,5,0,0.24511593391580883,0.24802338636289462
1,1,1,0,0,0,1,1,1,0,3,50,0.24047687282690314,0.24802310944076855
1,0,1,0,0,1,0,1,0,0,3,100,0.24770108296270466,0.24802266157490932
1,0,1,1,1,0,1,0,0,1,5,100,0.252787301751581,0.24802263282256937
1,1,1,0,1,1,1,1,1,0,5,100,0.2510677587184179,0.24802237674463062
1,1,1,0,0,0,0,0,1,1,5,100,0.2409850561142668,0.24802223731459971
1,0,1,1,1,1,1,1,1,1,3,100,0.25499871090195,0.24802158240867445
0,1,1,0,0,1,0,1,1,0,3,100,0.2572089406115353,0.24802132639413718
1,1,0,1,1,0,1,1,0,1,3,100,0.25021281026398656,0.2480212345129767
0,1,0,1,1,0,0,1,0,0,5,0,0.22798108551992632,0.248020823172328
0,1,1,0,1,0,0,0,0,0,5,100,0.2729463759340263,0.2480208105874273
1,1,1,0,0,0,1,0,1,0,5,100,0.22607824966041337,0.24801951520887794
1,1,0,0,0,0,1,0,0,1,3,0,0.2565509711613866,0.24801926419585754
1,1,1,0,0,0,1,0,1,1,5,100,0.23647323552008723,0.24801787777577688
1,1,0,1,1,0,1,0,1,1,3,50,0.2639377736355133,0.24801770581359098
1,0,0,0,0,1,0,0,0,0,5,0,0.25339658139725524,0.24801768703545535
1,1,1,1,1,1,1,1,0,0,3,0,0.2469711808444588,0.24801761220705468
1,0,1,0,0,0,1,0,1,0,5,50,0.23040611409967698,0.24801729684600674
0,1,1,0,1,0,1,0,1,0,3,100,0.24961414825550965,0.24801727261604997
0,1,0,1,1,0,0,0,0,1,3,0,0.2532506949918212,0.24801719575774225
1,1,0,0,1,1,0,0,0,0,5,50,0.23466343754166122,0.24801694210388292
0,1,0,1,0,0,0,0,1,0,5,50,0.2257325584933394,0.24801652211492833
1,0,1,0,0,0,1,0,0,0,5,50,0.23067297444504256,0.248016256522995
1,1,0,0,0,1,0,1,0,0,5,50,0.24831307232973743,0.24801599607746344
0,1,1,1,1,0,1,0,0,1,5,50,0.22912297441599672,0.24801592704867562
1,1,1,0,0,1,0,0,1,1,3,100,0.24568206547981153,0.24801581771045642
0,1,1,0,1,0,0,1,0,0,3,100,0.26214626730408463,0.24801557018753734
1,0,1,1,1,1,1,1,0,0,5,100,0.2485930041971699,0.2480154366606638
1,0,0,1,0,1,1,0,0,0,5,0,0.2518511767786946,0.24801542933637868
1,0,1,0,0,1,1,1,1,1,3,50,0.21590361902441663,0.24801510883056407
1,1,1,0,1,1,1,1,1,1,5,0,0.2486966771930793,0.24801495336972584
1,1,1,0,1,0,0,0,1,0,5,100,0.24077453530715612,0.24801493620874338
0,1,0,0,0,1,0,1,0,0,3,0,0.23830198022122862,0.2480149043172176
1,1,0,0,0,0,0,1,1,1,5,50,0.2541743535213695,0.24801485167409326
1,1,0,0,0,0,1,0,0,0,3,0,0.2635577353011239,0.2480146545783802
1,0,1,0,1,0,0,0,1,0,3,0,0.23665016436717895,0.2480144063853907
0,1,1,1,1,0,1,0,1,0,5,100,0.24317127128649196,0.24801440002710146
1,1,0,0,0,1,0,1,1,1,3,0,0.2624017205985358,0.24801412123205552
0,1,0,1,0,0,0,1,1,1,5,50,0.25356861649780416,0.24801397659929264
1,0,1,0,1,1,0,0,0,1,3,0,0.25437096208761284,0.24801367110859068
1,1,1,1,1,1,0,0,1,1,3,50,0.26076284851191855,0.24801312107358836
0,1,1,0,1,1,1,1,0,1,3,50,0.24365494575547683,0.24801264499823703
1,0,1,0,1,0,1,0,0,0,3,50,0.2501100516613094,0.24801180052781824
1,0,0,1,1,0,1,1,1,0,5,0,0.2351836857348065,0.24801153153940128
1,1,0,0,0,0,0,1,1,1,3,50,0.258023299608331,0.24801133460985597
1,0,0,1,1,0,1,1,0,0,5,0,0.26360233488852736,0.24801100324935915
1,0,0,1,0,0,0,0,0,1,5,100,0.24761664862721822,0.24800945036434868
1,0,1,1,0,1,1,0,0,0,3,0,0.2515413299984644,0.24800862937466742
1,1,0,0,1,0,0,0,0,0,5,0,0.21843513575766837,0.2480079036940659
1,1,1,1,0,0,1,0,1,0,3,100,0.22670041463833038,0.24800698824609121
1,0,0,1,1,1,1,1,1,0,5,0,0.2275429161883245,0.2480068157395554
0,1,0,1,0,0,0,0,0,1,5,0,0.24216581797321524,0.24800655862675836
1,1,0,1,1,0,1,1,0,1,3,0,0.2562181038152236,0.24800651230236528
0,1,1,0,1,0,0,1,1,1,5,100,0.24080472589092786,0.24800623336522717
1,0,1,0,1,0,1,0,0,1,5,100,0.25230410865552916,0.24800540313132
1,0,0,0,0,0,1,0,1,1,3,0,0.2508974105199179,0.24800533573825473
0,1,1,1,0,0,1,0,1,0,5,0,0.26136717236932194,0.24800506109636156
1,0,0,0,1,1,1,1,1,0,3,100,0.21322094282842347,0.24800488891195016
1,0,1,0,1,1,1,1,1,1,3,100,0.2543093308968093,0.24800417251739945
1,1,1,1,0,1,0,1,1,0,3,50,0.2541587811522321,0.24800415403499718
1,0,0,1,1,1,1,1,0,0,5,0,0.25475940517095047,0.24800376837530905
1,1,1,0,1,1,1,1,0,0,5,100,0.2449288473296785,0.24800368152814795
1,1,1,1,0,0,0,0,1,1,5,0,0.22669638962222974,0.24800321614000506
1,0,0,0,0,0,0,1,0,0,5,100,0.22979328699497278,0.2480030913566119
1,0,0,0,1,0,0,0,0,1,3,100,0.22704015498424807,0.24800283658932565
1,0,1,0,0,0,0,1,0,0,5,100,0.23303966506459017,0.24800236274650223
1,1,1,0,1,0,0,1,0,1,5,100,0.2278584964231659,0.2480013638127608
1,0,1,0,0,0,1,0,1,1,5,100,0.22649686158001886,0.24800081445254665
1,0,1,0,0,0,1,0,0,1,5,100,0.2563864049621021,0.24799989810740192
1,0,0,1,0,0,1,0,1,0,3,0,0.2610479185476031,0.24799952864201452
1,1,0,1,1,1,1,1,1,0,3,0,0.26547577183451504,0.24799852090006058
1,1,1,1,1,1,1,0,1,0,3,50,0.25192963679272534,0.2479979842587114
1,0,1,0,1,0,0,0,0,1,5,50,0.24271765114496685,0.24799776582591196
1,0,1,0,1,1,1,0,0,0,3,50,0.2527672652371527,0.24799702448356395
1,1,1,0,1,0,1,0,1,0,3,50,0.25157681106761254,0.24799698101133463
1,0,0,1,0,1,1,0,0,0,5,50,0.24369889731927719,0.2479966023265198
0,1,0,0,1,0,1,0,0,0,5,100,0.24427914854468233,0.24799650012611035
1,1,0,1,1,1,1,1,0,1,3,50,0.2566700631169431,0.2479963090629008
0,1,1,1,0,1,1,0,0,0,3,100,0.24479458036400017,0.24799625469904943
1,0,0,0,1,1,1,0,0,1,5,100,0.2418840541414372,0.24799601785664258
0,1,1,0,0,1,0,1,0,1,3,0,0.25329939450006134,0.24799598143379006
0,1,1,0,0,0,0,0,0,1,3,0,0.227518470012923,0.24799586212828073
0,1,0,1,0,0,1,1,0,0,5,50,0.24268691109252666,0.24799574104789052
0,1,1,1,1,0,0,0,0,1,3,50,0.24162369011988086,0.2479950738206908
0,1,1,1,1,0,0,0,0,1,5,0,0.22601932166905722,0.24799503721048127
1,0,0,1,0,0,1,0,0,1,5,0,0.24235996817494299,0.2479941548956564
1,0,0,1,0,0,1,0,1,1,5,0,0.2583524481639099,0.24799402343434326
1,1,0,0,1,0,1,0,0,1,3,50,0.24562248337925718,0.24799329649255566
0,1,1,1,0,0,0,0,1,1,5,100,0.23367794975499695,0.247993091278423
0,1,1,1,0,1,1,1,1,1,3,100,0.2622700911318607,0.24799296875420368
1,0,0,1,0,0,0,1,0,0,5,100,0.24193540554398918,0.2479929499830355
1,0,0,0,0,0,0,1,0,0,3,0,0.23973246606506216,0.2479922063800982
1,1,0,1,1,1,1,0,1,1,3,50,0.26789816117304444,0.24799192318350846
0,1,0,0,0,1,0,1,1,1,3,100,0.25239967290753296,0.24799152848754674
1,1,1,1,0,1,1,1,1,1,3,100,0.23598476611033614,0.24799123304543427
0,1,0,1,1,1,0,0,1,0,3,100,0.264358396858715,0.24799112425488765
0,1,1,0,0,0,1,0,1,1,5,0,0.2495747283330677,0.24799081630471648
0,1,0,1,1,1,1,0,0,1,5,100,0.24107738910749504,0.2479897559730276
0,1,0,1,0,0,0,0,0,1,3,0,0.24126741214719838,0.24798967501919061
1,1,1,0,0,0,1,1,1,0,5,0,0.24682971962365988,0.24798932965191497
0,1,0,0,1,0,1,0,0,1,3,100,0.2507386674549018,0.2479892736512504
0,1,0,1,0,1,1,0,1,1,5,0,0.24683811158319266,0.24798727220446465
1,0,0,1,0,0,0,0,0,1,5,50,0.25334992387873,0.2479872562146422
0,1,0,1,0,1,1,0,1,0,3,100,0.2542279827882586,0.24798685087700348
1,1,0,1,0,0,0,0,0,1,5,0,0.23176349897988072,0.24798610713061092
0,1,1,1,1,1,1,1,0,0,5,50,0.24835935698499575,0.2479858786911707
1,1,0,0,0,0,0,0,1,1,3,0,0.246245308522193,0.24798565235239067
1,1,1,0,1,1,1,0,0,0,3,50,0.25866609817332364,0.2479856251763867
1,1,1,1,0,0,0,0,1,1,5,100,0.23287644049276882,0.24798513974239586
0,1,1,1,0,1,0,1,1,1,5,50,0.2347535733631205,0.24798454868074965
0,1,1,1,0,0,0,1,1,1,3,100,0.2380406383827089,0.2479837892967162
1,0,0,0,0,0,0,0,0,1,5,0,0.2530484407200183,0.24798371629697463
0,1,1,1,1,0,1,0,0,1,5,100,0.23086763590040152,0.2479836821355609
1,0,0,0,0,0,0,0,1,1,5,0,0.2607844240754989,0.2479835850850125
1,1,0,1,0,1,1,0,1,1,3,50,0.25086751845665534,0.2479829125664089
1,0,1,1,1,1,1,1,0,0,3,100,0.24628798994019685,0.24798267076432684
0,1,1,1,1,0,0,0,0,1,5,50,0.23397977879510093,0.24798172540952904
1,1,0,0,1,1,0,1,0,0,5,100,0.24770314646696076,0.24798127304232226
1,1,0,1,0,0,1,1,1,1,5,0,0.24643259586340663,0.2479810235113772
0,1,1,1,0,0,1,0,1,1,5,100,0.2539030146468319,0.24798015159833967
1,0,1,1,0,1,1,0,1,1,3,100,0.24741846033793494,0.24798013954334844
1,1,1,1,1,1,1,1,1,0,5,50,0.24813381111231814,0.24797957584047375
1,1,1,1,0,1,0,0,0,0,5,0,0.2527496988899912,0.24797927094489203
1,0,0,0,0,1,1,1,1,1,3,0,0.23132358852023643,0.2479787057934953
1,0,1,0,1,0,0,0,1,1,5,50,0.24090203933557996,0.24797845195987356
0,1,0,0,1,0,0,1,0,0,5,0,0.25380533361616947,0.2479779539623151
0,1,0,1,0,1,0,0,1,0,5,100,0.23982335304848082,0.24797729561360074
0,1,1,1,1,1,1,0,0,1,5,0,0.23157784448035607,0.24797714450760994
0,1,1,1,1,0,1,1,1,0,3,50,0.23006628620353128,0.2479770545689905
1,1,0,1,1,1,0,0,0,0,5,100,0.23947777807788626,0.24797683352556482
1,1,1,0,0,0,1,1,0,1,3,100,0.2565342975067211,0.2479763352098932
1,1,1,1,1,0,0,0,1,0,3,100,0.25464830753322376,0.24797562822612712
1,1,0,1,0,1,1,1,1,1,3,50,0.25693792962105666,0.2479755247842177
1,0,0,1,1,1,0,0,0,1,3,50,0.2542642014273325,0.2479754665028598
1,0,1,1,0,0,0,0,0,1,5,100,0.26215759461907573,0.2479750003685118
1,1,1,1,0,0,0,1,1,0,5,0,0.2557534778882073,0.24797430068687917
1,1,1,1,1,1,1,1,1,0,3,50,0.23894635140058246,0.24797418819843725
0,1,1,0,0,0,0,1,1,0,5,100,0.2623370145377689,0.2479737021352934
1,0,0,1,1,1,0,0,0,1,5,50,0.2643613450555602,0.24797358090107688
1,1,1,0,0,0,1,0,1,0,3,100,0.22515089029648272,0.2479735202929782
1,1,1,1,1,0,1,0,1,0,5,50,0.2506052856064082,0.247971293726178
1,0,1,0,1,0,1,1,0,1,3,100,0.2506768442529902,0.24797086238812144
0,1,0,1,1,0,0,1,0,0,3,100,0.2406628262073436,0.24797049633656404
0,1,0,0,0,0,1,1,0,1,5,100,0.2550885058702748,0.24796999652996782
0,1,1,1,1,1,1,1,0,0,3,0,0.24711344795130655,0.24796971564465045
1,1,0,1,1,1,0,0,1,0,5,50,0.2376576476910991,0.24796910775734396
1,1,0,0,1,0,1,0,0,1,5,0,0.2454038582628531,0.24796894417675083
1,1,1,1,1,1,1,1,1,1,3,0,0.2510238430096588,0.2479689300093359
1,0,0,1,0,0,1,0,0,1,5,100,0.24035270827863298,0.24796873927454377
1,0,1,1,0,1,1,0,1,0,5,0,0.23855247926462622,0.2479683109400535
1,0,0,0,0,1,0,1,0,1,3,0,0.2532255276733773,0.24796776520809907
1,1,1,1,0,0,0,0,0,0,3,100,0.23692983709217166,0.24796769978052186
1,1,0,0,0,0,0,1,0,0,5,50,0.23979572599577184,0.24796756198727593
1,0,0,1,0,0,1,0,1,1,5,100,0.26731386880167834,0.24796702895851808
1,0,0,1,0,0,1,1,1,0,5,0,0.21928289671106088,0.24796684612833625
1,0,1,1,1,0,1,0,1,0,3,0,0.26248403215921556,0.2479667118562064
1,1,0,0,0,0,1,1,1,0,3,50,0.23490579405092274,0.24796669923693632
1,0,0,1,0,0,1,1,0,0,5,0,0.242529078585341,0.2479665994929911
1,0,0,0,0,0,0,0,0,0,5,50,0.24469460955153566,0.2479665412726629
0,1,0,1,1,0,0,1,1,0,3,0,0.24808866733859894,0.2479655012582211
1,1,0,1,0,0,0,0,1,1,3,0,0.2336310882725922,0.2479648172428989
1,1,0,0,0,0,0,1,1,1,5,100,0.2614640673056611,0.24796474820741646
1,0,1,1,1,1,0,0,1,0,5,100,0.23242871071973215,0.24796470661426584
1,0,1,1,1,1,0,0,1,0,5,50,0.2598279404770607,0.24796464560873765
1,0,1,1,1,1,0,1,0,0,3,50,0.24736664581606127,0.2479641399414017
1,1,1,1,0,1,1,0,0,1,3,100,0.2431634121567069,0.24796384607243205
1,1,1,0,1,0,1,0,0,1,5,50,0.24092072296477107,0.24796368157568835
0,1,0,0,0,1,0,1,1,1,5,50,0.24587168434991985,0.24796358580971348
1,1,1,1,1,0,1,0,1,1,3,100,0.26002606914328547,0.24796325859670998
1,1,1,1,1,0,1,0,0,1,5,100,0.24541266194233075,0.24796291891697636
1,1,0,1,0,0,1,1,1,1,3,50,0.24693227698289294,0.24796261009453646
1,1,1,0,1,0,0,0,1,0,3,100,0.23573250481943994,0.2479623073394892
1,1,1,1,0,0,0,1,0,0,5,0,0.2533873133708745,0.24796227299246004
1,0,0,1,0,0,1,0,0,0,3,0,0.25383892876347325,0.247962176320627
0,1,0,1,1,0,0,0,1,1,5,50,0.257023581352491,0.24796104434997152
1,1,0,0,1,0,1,0,1,1,5,50,0.24807094320741255,0.24795988978637173
0,1,0,1,1,0,1,1,1,0,5,50,0.23966589890051898,0.24795913573104517
1,0,0,1,0,1,0,1,1,0,3,100,0.2307762876434197,0.24795897077799411
0,1,0,0,1,0,0,1,0,0,3,100,0.2677454436877435,0.2479589471142237
0,1,0,0,0,1,1,0,1,0,3,100,0.25538436940014086,0.24795857923797118
1,1,1,0,0,0,0,0,0,0,3,100,0.24604034739767638,0.24795705401732343
1,1,0,0,1,1,1,1,0,1,3,0,0.2496499640277221,0.24795667548102296
0,1,1,1,0,1,1,0,0,0,5,0,0.2557546430928902,0.24795608287875784
1,1,0,1,1,1,0,0,0,1,3,100,0.2501310130206324,0.2479559456290834
1,1,1,0,1,0,0,0,0,1,5,50,0.2412573617739045,0.2479557201763079
0,1,0,0,0,1,1,1,0,0,5,50,0.2321552611283057,0.24795501908234763
1,0,1,0,1,0,0,0,0,0,5,100,0.2660981271797886,0.24795359153570593
0,1,0,0,1,0,1,1,1,0,3,50,0.23738356087336326,0.24795304165928247
